Source;Target;Weight
1;13;0.4277070479048279
1;26;0.4802903859398723
2;13;0.721376027076056
2;17;0.37065606705746196
3;19;0.29789966612329877
3;25;0.49526535904947117
3;23;0.22641805203290383
3;7;0.20051320317968774
3;14;0.28884599389799515
3;24;0.2892668728945478
4;13;0.3648932762857315
4;17;0.36553428950095423
5;17;0.3296134714074002
5;10;0.2850045078709102
5;30;0.4580666655049586
6;30;0.34605367037481116
6;12;0.5305693700034918
7;26;0.43981847581137423
7;30;0.3718630421736718
7;14;0.4752575381568286
8;30;0.6727059956307114
8;14;0.4914463370278118
8;26;0.36827732414191383
8;17;0.3764750734900884
8;12;0.46164996041096645
8;11;0.41256928066947607
8;18;0.5325780475848662
8;22;0.46367466953160313
9;13;0.4277070479048279
9;26;0.4802903859398723
10;16;0.3200105613091199
10;24;0.33710348153714403
10;27;0.5514126890068192
10;20;0.35126039222178435
10;21;0.8243890429110078
11;16;0.4932393122306738
11;22;0.6870816605838916
11;34;0.6836739750098252
11;17;0.4283773762548178
11;14;0.6984982701961842
12;16;0.4606187035392503
12;22;0.6524499670171697
12;14;0.6196826243080187
12;34;0.6665454970191508
13;34;0.45877037038368107
13;24;0.45221950436995206
13;15;0.3772400724422666
13;14;0.3454535017441828
13;22;0.46574646624393085
13;16;0.5872814610904412
13;31;0.7823397805706098
13;27;0.38409597491737835
13;19;0.6726912896675948
13;23;0.6982128698017855
14;16;0.5979485639197217
14;22;0.8378084328050391
14;17;0.34199267592063237
14;30;0.35585918039999936
14;28;0.2668433661425695
14;18;0.7540721228919605
14;34;0.8053253426386635
14;33;0.6224433552245936
15;17;0.3520911046125316
16;22;0.6795278312539236
16;18;0.5968344594351159
17;30;0.458865266556858
18;29;0.3652966252103929
18;22;0.7886657229130354
18;34;0.8027612529150164
20;30;0.33127138788659777
21;30;0.3681572249782847
22;28;0.31406361981826353
22;34;0.8811830727378538
22;24;0.6558911383140751
22;33;0.5723195119766392
25;30;0.25057136067829444
25;28;0.7889837775377875
26;31;0.3242258073174054
26;29;0.33790710802964335
28;31;0.28242838683448285
28;32;0.3433735173352598
29;30;0.5481198770932443
30;33;0.3771392062952367
30;32;0.28954448658143095
