Id;Label;Degree;PageRank;Betweenness;Community
210;54 alexandra;1505;0.0013416903856789352;9.277814889037334e-06;0
211;55 pandora;1178;0.00109841817114684;2.0060140300621263e-06;0
212;554 peraga;1523;0.0013503627578006815;0.0;0
213;556 phyllis;817;0.0008054797994040811;0.0005737200125977677;0
214;558 carmen;1093;0.0010164530164103454;1.1033077165341695e-05;0
215;56 melete;1037;0.0009748259276654968;3.650945534713072e-05;0
216;563 suleika;1341;0.0012117878924425476;6.686713433540421e-07;0
217;57 mnemosyne;1313;0.0011876157090211909;0.0;0
218;579 sidonia;1264;0.0011507279846983604;0.0;0
219;58 concordia;1374;0.0012367426711869987;3.1761888809317e-06;0
220;584 semiramis;1476;0.0013135098431613793;0.0;0
221;59 elpis;969;0.0009166976394579375;7.312976250851992e-05;0
222;599 luisa;1348;0.0012229057731237205;0.00023436930584559175;0
223;6 hebe;1549;0.0013732716198104004;0.0;0
224;60 echo;1158;0.0010660322654199297;0.00021514035876093316;0
225;602 marianna;873;0.0008416935804430565;0.0;0
226;617 patroclus;781;0.0007639133707742811;0.0;0
227;619 triberga;435;0.0005017057273674723;0.0;0
228;62 erato;1342;0.0012150391349715218;4.0120280601242526e-06;0
229;624 hektor;962;0.000911323388734429;0.0;0
230;63 ausonia;1664;0.0014626435694433844;6.686713433540421e-07;0
231;639 latona;1207;0.0011028545033774323;0.0;0
232;64 angelina;1829;0.0016061007683829916;1.3373426867080841e-06;0
233;65 cybele;1793;0.0015650302293603586;0.0;0
234;653 berenike;1042;0.0009764316747549983;5.4850155050556e-05;0
235;654 zelinda;1304;0.0011817200997966577;3.0090210450931894e-05;0
236;66 maja;1254;0.0011445914685071416;1.0030070150310631e-06;0
237;660 crescentia;1072;0.0010022896237155616;0.00045302483512236347;0
238;661 cloelia;774;0.0007630810659603623;1.5761538807630973e-06;0
239;67 asia;969;0.0009166976394579374;7.312976250851992e-05;0
240;674 rachele;1220;0.0011098570678713404;0.0;0
241;68 leto;1426;0.0012835037681532824;8.024056120248505e-06;0
242;69 hesperia;1427;0.0012776353081528186;1.604811224049701e-05;0
243;695 bella;1018;0.0009616050294759095;0.00010230671553316843;0
244;7 iris;1549;0.0013732716198104004;0.0;0
245;70 panopaea;1046;0.0009782395842500016;0.0;0
246;702 alauda;1276;0.0011613377864747405;2.0060140300621263e-06;0
247;704 interamnia;1817;0.0015842382608608767;4.0120280601242526e-06;0
248;71 niobe;1493;0.0013377557307828417;1.5295856979223714e-05;0
249;712 boliviana;1364;0.0012305287855206139;3.0090210450931894e-05;0
250;714 ulula;1296;0.0011781764010671168;1.8054126270559137e-05;0
251;72 feronia;521;0.0005636447885252154;0.0;0
252;739 mandeville;1416;0.0012766809399383304;2.206615433068339e-05;0
253;747 winchester;1118;0.0010330942568407685;0.0;0
254;75 eurydike;887;0.0008657040860359555;0.0;0
255;758 mancunia;543;0.0005869534539249669;0.00015459681458345452;0
256;76 freia;1005;0.0009463559227068561;1.0698741493664674e-06;0
257;762 pulcova;740;0.0007339135562878578;0.0;0
258;77 frigga;922;0.0008944790618267143;0.0;0
259;771 libera;872;0.0008535310739821721;0.00042531318416421944;0
260;772 tanete;967;0.0009099234339391832;0.0;0
261;773 irmintraud;1176;0.0010761334018491633;0.0;0
262;776 berbericia;844;0.0008217157245997765;1.5761538807630973e-06;0
263;78 diana;1264;0.0011507279846983604;0.0;0
264;785 zwetana;1384;0.001259521139277222;0.0;0
265;79 eurynome;1158;0.0010660322654199293;0.00021514035876093316;0
266;790 pretoria;1032;0.0009663559799887001;6.686713433540421e-07;0
267;796 sarita;804;0.0007971590161919577;1.5379440897142966e-05;0
268;8 flora;1109;0.001027404506267984;1.573288146434439e-05;0
269;80 sappho;1476;0.0013135098431613793;0.0;0
270;804 hispania;995;0.0009401000618498679;9.170349851712582e-06;0
271;808 merxia;528;0.0005749635098116035;2.4645315226477583e-05;0
272;811 nauheima;999;0.0009413969925142186;0.00011250395351931758;0
273;82 alkmene;1439;0.001287243545704528;4.0120280601242527e-07;0
274;83 beatrix;1268;0.0011520384748686565;4.480098000472081e-05;0
275;84 klio;1178;0.0010819794638153365;9.027063135279568e-06;0
276;849 ara;811;0.0007996940265720276;3.6108252541118274e-05;0
277;85 io;1510;0.0013434043166676356;0.0;0
278;86 semele;810;0.0007920197856309431;4.44666443330438e-06;0
279;863 benkoela;1219;0.0011224417376466424;1.0030070150310631e-06;0
280;87 sylvia;1652;0.0014635443460049142;1.303909119540382e-05;0
281;872 holda;431;0.000496483070865389;3.5821679108252227e-06;0
282;877 walkure;735;0.0007353467005676946;2.0060140300621263e-06;0
283;88 thisbe;1388;0.0012486317246126098;0.0;0
284;887 alinda;1036;0.0009676670814011986;4.680699403478294e-06;0
285;89 julia;1660;0.0014625537616064668;1.7051119255528074e-05;0
286;897 lysistrata;650;0.0006721578434189501;0.00040086847034074836;0
287;9 metis;1538;0.0013629671422325127;6.686713433540421e-07;0
288;90 antiope;991;0.0009328678494707119;0.00012398779043178943;0
289;908 buda;597;0.0006312639140379772;0.0008993629568111853;0
290;909 ulla;770;0.000760845033184278;3.81142665711804e-05;0
291;91 aegina;739;0.0007363923139942591;0.0002576460737226716;0
292;92 undina;1461;0.0013105906362537178;1.1283828919099461e-05;0
293;925 alphonsina;1158;0.0010660322654199293;0.00021514035876093316;0
294;93 minerva;1502;0.001336952288074104;6.018042090186378e-06;0
295;94 aurora;1158;0.001066032265419929;0.00021514035876093316;0
296;95 arethusa;1105;0.0010261207350158493;0.0;0
297;951 gaspra;624;0.0008439081468884982;0.009422247899201807;0
298;97 klotho;1065;0.0009960505815864544;3.81142665711804e-05;0
299;974 lioba;585;0.0006209613190395815;0.0;0
300;98 ianthe;995;0.0009401000618498679;9.170349851712582e-06;0
301;980 anacostia;1086;0.0010138012962793324;0.00012036084180372757;0
302;asteroid;2103;0.00220634555045633;0.034310863970182605;0
303;dawn mission to vesta and ceres;52;0.00022136073563331404;0.0;0
304;mars;661;0.0038235149594196246;0.009031075163339692;1
305;support archives;2582;0.0028234340618835643;0.00046338924094435115;0
306;ceres;690;0.000787116734935736;0.07389353281136848;0
307;eros;797;0.0011941964630809948;0.0017131359816730557;0
308;gaspra;530;0.0009309161863824468;0.0014744203120956628;0
309;ida;721;0.001067309314135896;0.07718941386276056;0
310;132524 apl;29;0.00025614400338261085;0.0;1
311;136108 haumea;77;0.00042859472732915363;0.00014944804523962842;1
312;136472 makemake;77;0.00042859472732915363;0.00014944804523962842;1
313;calibration;871;0.0038435297270541353;0.003843522881599034;1
314;callisto;502;0.0017651222617261267;0.004445327090617672;1
315;charon;190;0.0008638078622776217;0.00012637888389391397;1
316;earth;888;0.003677068598616049;0.007899683250384653;1
317;ganymede;514;0.001773798659907575;0.00155666688732821;1
318;hydra;127;0.0006348666354084912;0.0;1
319;j1 io;179;0.0007720390050559376;0.0;1
320;j2 europa;179;0.0007720390050559376;0.0;1
321;j6 himalia;110;0.0005375825280386993;0.0003470404272007478;1
322;j7 elara;110;0.0005375825280386993;0.0003470404272007478;1
323;jupiter;1142;0.003945844885177162;0.0032477367146705825;1
324;kerberos;149;0.0007110758500330894;0.0;1
325;neptune;234;0.0009774176847458724;0.04351044431204752;1
326;new horizons;459;0.0018943086313524186;0.0035967831559013926;1
327;nix;155;0.0007795558831754073;0.0777490917771479;1
328;pluto;189;0.0008529495553190265;0.0;1
329;star;632;0.001696722242341249;0.054409118537375054;1
330;styx;103;0.0005329303228272549;0.0;1
331;sun;549;0.001628885758878614;0.01835101634700833;1
332;uranus;265;0.001132031915826446;0.002363084527413185;1
333;103p/hartley 2 (1986 e2);72;0.0005885835329219037;0.0065997861589043956;1
334;19p/borrelly 1 (1904 y2);51;0.00046934239030806975;0.0024222619413000173;1
335;25143 itokawa;185;0.0005196453109476961;0.001464390241945352;0
336;2867 steins;75;0.00043195138325381006;4.2126294631304654e-05;1
337;81p/wild 2 (1978 a2);73;0.0004936195808275067;0.0008846521872573977;1
338;9p/tempel 1 (1867 g1);188;0.001164136656754151;0.0018996952864688335;1
339;c/garradd (2009 p1);23;0.0002940990469828595;0.0;1
340;c/ison (2012 s1);56;0.0004298867601116017;0.006264781815884021;1
341;deep impact;155;0.0009358763450434183;0.0061704991564711;1
342;epoxi;132;0.0009907270104214773;8.024056120248505e-06;1
343;gj 436;83;0.0007024125482872472;0.0;1
344;hat-p-4;83;0.0007024125482872472;0.0;1
345;hat-p-7;83;0.0007024125482872472;0.0;1
346;moon;414;0.002683390535684779;0.014489439339138738;1
347;tres-2;83;0.0007024125482872472;0.0;1
348;tres-3;83;0.0007024125482872472;0.0;1
349;wasp-3;75;0.0006473473728720586;4.012028060124253e-06;1
350;xo-2;77;0.0006593241089669744;1.5045105225465949e-05;1
351;xo-3;77;0.0006593241089669744;1.5045105225465949e-05;1
352;deimos;143;0.000548998237192583;0.002908720343590083;1
353;mathilde;207;0.0006064800807339379;0.006042114258547124;1
354;phobos;163;0.0006285339658126919;0.0007743214156039807;1
355;16 cyg b;87;0.0004684543241447413;7.62285331423608e-05;1
356;dark;152;0.0007165184261827;0.0009608807203997585;1
357;international rosetta mission;635;0.0028761406891702895;0.0023450304011426257;1
358;unknown;242;0.0012276771027220047;0.002068200464994052;1
359;vega;173;0.0008847775334252365;0.005883639150172216;1
360;1p/halley 1 (1682 q1);46;0.00045197511914593804;0.0011644911444510643;1
361;26p/grigg-skjellerup 1 (1922 k1);30;0.000517212826095648;0.0019979899739418776;1
362;2p/encke 1 (1818 w1);56;0.00044045078559000185;0.044327895029297834;1
363;67p/churyumov-gerasimenko 1 (1969 r1);257;0.0013252244925531743;0.0004212629463130465;1
364;c/hyakutake (1996 b2);21;0.0002699951038137166;0.00038816371481702146;1
365;comet;83;0.0006199387109786941;0.021366055434191705;1
366;deep space 1;17;0.00025174176241027845;0.0012958850634201336;1
367;solar wind;126;0.0007481431508200581;0.001921761440799517;1
368;galileo;383;0.0014140036802606564;0.002401198793984365;1
369;giotto;19;0.00025992942133665323;0.0;1
370;halley;145;0.0011391316818193105;0.00039117273586211464;1
371;international halley watch;111;0.0008365508600310816;4.0120280601242526e-06;1
372;near earth asteroid rendezvous;139;0.0005801827963552351;0.0013881617088029913;1
373;vega 1;30;0.00033885036479259747;2.0060140300621264e-05;1
374;vega 2;18;0.00025293562482806345;4.2126294631304654e-05;1
375;voyager;454;0.0015371605891376725;4.012028060124253e-05;1
376;2001 mars odyssey;30;0.0002951234736036664;0.0;1
377;2009;37;0.00029187927757377136;0.0;2
378;2010;47;0.00033732382705452;2.0060140300621263e-06;2
379;crew;282;0.0012862333244907018;0.0;2
380;expedition;511;0.0021545243258151454;0.005255756758762771;2
381;iss;648;0.0028663644525844805;0.051807318340384476;2
382;launch;515;0.0021820797906946785;0.00019658937494608836;2
383;mission;511;0.00220767412558315;0.011233678568347907;2
384;press kit;280;0.0012690742205194686;1.604811224049701e-05;2
385;schedule;511;0.002154524325815146;0.005255756758762771;2
386;2011;47;0.00033724914144441485;2.0060140300621263e-06;2
387;2012;38;0.0002980078613957018;0.0;2
388;2013;45;0.0003245617364850636;0.0;2
389;2014;44;0.00031787479231588456;0.0;2
390;amalthea;278;0.0009796865382929085;0.003017045101213438;1
391;epimetheus;1028;0.0022557200734177442;0.004118346803717545;1
392;hayabusa;60;0.00036984597510298967;0.0005536598722971468;1
393;hyperion;1181;0.0025963904785823474;7.422251911229867e-05;1
394;mariner71;42;0.0003110351144362123;3.209622448099402e-05;1
395;mars express;65;0.000423251684173146;0.004655958563774195;1
396;mars global surveyor;100;0.000613157543180723;0.008385138645659687;1
397;mars reconnaissance orbiter;83;0.0005003983548332502;0.010507501489465417;1
398;phobos 2;45;0.0003206689120611908;4.0120280601242526e-06;1
399;stardust;78;0.0005796833345975014;0.008958858658257456;1
400;viking;75;0.00046337144020996507;0.000842525892626093;1
401;cal lamps;50;0.0003641679204968291;0.005057495705458297;1
402;flat field;22;0.0002451537175246682;0.0006359064475296941;1
403;saturn;1439;0.003490711126118142;0.003336001331993316;1
404;sky;96;0.0006026846566650181;0.0072457226765844;1
405;giotto extended mission;9;0.0002818925320372664;0.0;1
406;dark sky;415;0.0010599777666180888;0.006967889733420796;1
407;mercury;192;0.001090367774946338;0.004806409616028855;1
408;messenger;179;0.0009051867579665791;0.0013640895404422458;1
409;space;84;0.0007276982318300543;0.048007927767446806;2
410;venus;435;0.0018533270836504584;0.006058162370787622;1
411;3d model;399;0.002773601738015133;0.011586737037638841;3
412;a-train;33;0.0003338745465367497;0.00031695021674981594;3
413;apollo;153;0.0010475965806122241;0.002240717671579395;3
414;aqua;37;0.000308413831753649;0.009616831260117833;2
415;astronaut;37;0.00048589557300365643;0.0005155456057259664;3
416;aura;42;0.0003285579916013397;0.012826453708217235;3
417;building;10;0.0002394708396255123;0.00206619445096399;3
418;cassini;19;0.00026319470870224545;0.0004864584022900656;3
419;control;123;0.0006356478954129642;0.01245333509862568;4
420;dish;9;0.00019095697812077415;0.0;3
421;earth science;37219;0.019588058944915162;0.0005255756758762771;5
422;eos;566;0.0016965640694393104;0.002355060471292936;3
423;eoss;32;0.0003363829878861054;0.0013620835264121836;3
424;equipment;16;0.00025270964089448033;0.0;3
425;eyes on the earth 3d;98;0.000651639717000791;0.0013299873019311898;3
426;eyes on the solar system;136;0.0008594333765307039;0.0011173498147446044;3
427;hst;46;0.00028106336415207266;0.002651950547742131;1
428;international space station;24;0.0003054765361972138;0.0010411212816022436;3
429;jsc;84;0.0006377398838923311;0.0033500434302037507;3
430;kepler;27;0.0002705722573466588;0.0003430283991406236;2
431;magellan;36;0.00028400875189241105;0.00010832475762335481;1
432;orbiter;25;0.00029772252635979315;0.0008866582012874598;3
433;satellite;939;0.0031507469674626276;0.020196549254665488;3
434;shuttle;56;0.0005532152626336272;0.0003390163710804993;3
435;space shuttle;37;0.0003959647862182765;9.227664538285781e-05;3
436;spacecraft;281;0.0017354038968216254;0.0032377066445202717;3
437;spacesuit;30;0.00042099695764579934;4.0120280601242526e-06;3
438;station;51;0.0005747120263202981;0.00013239692598410034;2
439;structures;19;0.00025844242588467497;0.008816431662123045;3
440;suit;26;0.000391667838885747;0.00024473371166757943;3
441;tdrs;41;0.0003106017074577772;0.002519553621758031;2
442;themis;167;0.0008001110987539115;0.003261778812881017;2
443;tools;51;0.000415734217342979;0.012429262930264934;3
444;trmm;30;0.0002784176756617486;0.02544227594327795;3
445;vehicles;93;0.0007409384439834908;0.0015486428312079614;3
